koVMdanu koVlYlYu(V20)+Mda_lYlYu_PAST+anu_a_3SM   
koVMdavarigoskarave koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigoskarave_ru_DECL
koVMdavarigoskarave koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigoskarave_ru_RIS
koVMdavarigoskara koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_PUR+rigoskara_ru_3P
koVMdavarigoskaravA koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_PUR+rigoskaravA_ru_INTR
koVMdavarigoskaravU koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_PUR+rigoskaravU_ru_INCL
koVMdavarigoskaravo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_PUR+rigoskaravo_ru_DUB
koVMdavarigoskaravo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_PUR+rigoskaravo_ru_INDF
koVMdavarigoskaravo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_PUR+rigoskaravo_ru_PRES
koVMdavarigoskarave koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_PUR+rigoskarave_ru_IMPH
koVMdavarigoskarave koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_PUR+rigoskarave_ru_DECL
koVMdavarigoskarave koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_PUR+rigoskarave_ru_RIS
koVMdavarigAgi koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigAgi_ru_3P
koVMdavarigAgiyA koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigAgiyA_ru_INTR
koVMdavarigAgiyU koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigAgiyU_ru_INCL
koVMdavarigAgiyo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigAgiyo_ru_DUB
koVMdavarigAgiyo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigAgiyo_ru_INDF
koVMdavarigAgiyo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigAgiyo_ru_PRES
koVMdavarigAgiye koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigAgiye_ru_IMPH
koVMdavarigAgiye koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigAgiye_ru_DECL
koVMdavarigAgiye koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigAgiye_ru_RIS
koVMdavarigAgi koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_PUR+rigAgi_ru_3P
koVMdavarigAgiyA koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigAgiyA_ru_INTR
koVMdavarigAgiyU koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigAgiyU_ru_INCL
koVMdavarigAgiyo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigAgiyo_ru_DUB
koVMdavarigAgiyo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigAgiyo_ru_INDF
koVMdavarigAgiyo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigAgiyo_ru_PRES
koVMdavarigAgiye koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigAgiye_ru_IMPH
koVMdavarigAgiye koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigAgiye_ru_DECL
koVMdavarigAgiye koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigAgiye_ru_RIS
koVMdavarigosuga koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigosuga_ru_3P
koVMdavarigosugavA koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigosugavA_ru_INTR
koVMdavarigosugavU koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigosugavU_ru_INCL
koVMdavarigosugavo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigosugavo_ru_DUB
koVMdavarigosugavo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigosugavo_ru_INDF
koVMdavarigosugavo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigosugavo_ru_PRES
koVMdavarigosugave koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigosugave_ru_IMPH
koVMdavarigosugave koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigosugave_ru_DECL
koVMdavarigosugave koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigosugave_ru_RIS
koVMdavarigosuga koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_PUR+rigosuga_ru_3P
koVMdavarigosugavA koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_PUR+rigosugavA_ru_INTR
koVMdavarigosugavU koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_PUR+rigosugavU_ru_INCL
koVMdavarigosugavo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_PUR+rigosugavo_ru_DUB
koVMdavarigosugavo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_PUR+rigosugavo_ru_INDF
koVMdavarigosugavo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_PUR+rigosugavo_ru_PRES
koVMdavarigosugave koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_PUR+rigosugave_ru_IMPH
koVMdavarigosugave koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_PUR+rigosugave_ru_DECL
koVMdavarigosugave koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_PUR+rigosugave_ru_RIS
koVMdavarigiMwa koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_COMP+rigiMwa_ru_3P
koVMdavarigiMwalA koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_COMP+rigiMwalA_ru_INTR
koVMdavarigiMwalU koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_COMP+rigiMwalU_ru_INCL
koVMdavarigiMwalo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_COMP+rigiMwalo_ru_DUB
koVMdavarigiMwalo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_COMP+rigiMwalo_ru_INDF
koVMdavarigiMwalo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_COMP+rigiMwalo_ru_PRES
koVMdavarigiMwale koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_COMP+rigiMwale_ru_IMPH
koVMdavarigiMwale koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_COMP+rigiMwale_ru_DECL
koVMdavarigiMwale koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_COMP+rigiMwale_ru_RIS
koVMdavaraxeV koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SIM+raxeV_ru_3P
koVMdavaraxeVyA koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SIM+raxeVyA_ru_INTR
koVMdavaraxeVyU koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SIM+raxeVyU_ru_INCL
koVMdavaraxeVyo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SIM+raxeVyo_ru_DUB
koVMdavaraxeVyo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SIM+raxeVyo_ru_INDF
koVMdavaraxeVyo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SIM+raxeVyo_ru_PRES
koVMdavaraxeVye koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SIM+raxeVye_ru_IMPH
koVMdavaraxeVye koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SIM+raxeVye_ru_DECL
koVMdavaraxeVye koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SIM+raxeVye_ru_RIS
koVMdavaroVdaneV koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SOC+roVdaneV_ru_3P
koVMdavaroVdaneVyA koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SOC+roVdaneVyA_ru_INTR
koVMdavaroVdaneVyU koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SOC+roVdaneVyU_ru_INCL
koVMdavaroVdaneVyo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SOC+roVdaneVyo_ru_DUB
koVMdavaroVdaneVyo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SOC+roVdaneVyo_ru_INDF
koVMdavaroVdaneVyo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SOC+roVdaneVyo_ru_PRES
koVMdavaroVdaneVye koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SOC+roVdaneVye_ru_IMPH
koVMdavaroVdaneVye koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SOC+roVdaneVye_ru_DECL
koVMdavaroVdaneVye koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SOC+roVdaneVye_ru_RIS
koVMdavaroVMxigeV  koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SOC+roVMxigeV_ru_3P
koVMdavaroVMxigeVyA koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SOC+roVMxigeVyA_ru_INTR
koVMdavaroVMxigeVyU koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SOC+roVMxigeVyU_ru_INCL
koVMdavaroVMxigeVyo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SOC+roVMxigeVyo_ru_DUB
koVMdavaroVMxigeVyo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SOC+roVMxigeVyo_ru_INDF
koVMdavaroVMxigeVyo koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SOC+roVMxigeVyo_ru_PRES
koVMdavaroVMxigeVye koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SOC+roVMxigeVye_ru_IMPH
koVMdavaroVMxigeVye koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SOC+roVMxigeVye_ru_DECL
koVMdavaroVMxigeVye koVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SOC+roVMxigeVye_ru_RIS
koVMdaMweVyA koVlYlYu(V4)+Mda_lYlYu_SIM+MdaMweVyA_Mda_INTR
koVMdaMweVyU koVlYlYu(V4)+Mda_lYlYu_SIM+MdaMweVyU_Mda_INCL
koVMdaMweVyo koVlYlYu(V4)+Mda_lYlYu_SIM+MdaMweVyo_Mda_DUB
koVMdaMweVyo koVlYlYu(V4)+Mda_lYlYu_SIM+MdaMweVyo_Mda_INDF
koVMdaMweVyo koVlYlYu(V4)+Mda_lYlYu_SIM+MdaMweVyo_Mda_PRES
koVMdaMweVye koVlYlYu(V4)+Mda_lYlYu_SIM+MdaMweVye_Mda_IMPH
koVMdaMweVye koVlYlYu(V4)+Mda_lYlYu_SIM+MdaMweVye_Mda_DECL
koVMdaMweVye koVlYlYu(V4)+Mda_lYlYu_SIM+MdaMweVye_Mda_RIS







