oVNagisixanu oVNagisu(V34)+ixa_u_PAST+anu_a_3SM   
oVNagisixavarigiMwale oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_COMP+rigiMwale_ru_IMPH
oVNagisixavarigiMwale oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_COMP+rigiMwale_ru_DECL
oVNagisixavarigiMwale oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_COMP+rigiMwale_ru_RIS
oVNagisixavaraxeV oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_SIM+raxeV_ru_3P
oVNagisixavaraxeVyA oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_SIM+raxeVyA_ru_INTR
oVNagisixavaraxeVyU oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_SIM+raxeVyU_ru_INCL
oVNagisixavaraxeVyo oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_SIM+raxeVyo_ru_DUB
oVNagisixavaraxeVyo oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_SIM+raxeVyo_ru_INDF
oVNagisixavaraxeVyo oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_SIM+raxeVyo_ru_PRES
oVNagisixavaraxeVye oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_SIM+raxeVye_ru_IMPH
oVNagisixavaraxeVye oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_SIM+raxeVye_ru_DECL
oVNagisixavaraxeVye oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_SIM+raxeVye_ru_RIS
oVNagisixavaroVdaneV oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_SOC+roVdaneV_ru_3P
oVNagisixavaroVdaneVyA oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_SOC+roVdaneVyA_ru_INTR
oVNagisixavaroVdaneVyU oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_SOC+roVdaneVyU_ru_INCL
oVNagisixavaroVdaneVyo oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_SOC+roVdaneVyo_ru_DUB
oVNagisixavaroVdaneVyo oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_SOC+roVdaneVyo_ru_INDF
oVNagisixavaroVdaneVyo oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_SOC+roVdaneVyo_ru_PRES
oVNagisixavaroVdaneVye oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_SOC+roVdaneVye_ru_IMPH
oVNagisixavaroVdaneVye oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_SOC+roVdaneVye_ru_DECL
oVNagisixavaroVdaneVye oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_SOC+roVdaneVye_ru_RIS
oVNagisixavaroVMxigeV  oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_SOC+roVMxigeV_ru_3P
oVNagisixavaroVMxigeVyA oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_SOC+roVMxigeVyA_ru_INTR
oVNagisixavaroVMxigeVyU oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_SOC+roVMxigeVyU_ru_INCL
oVNagisixavaroVMxigeVyo oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_SOC+roVMxigeVyo_ru_DUB
oVNagisixavaroVMxigeVyo oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_SOC+roVMxigeVyo_ru_INDF
oVNagisixavaroVMxigeVyo oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_SOC+roVMxigeVyo_ru_PRES
oVNagisixavaroVMxigeVye oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_SOC+roVMxigeVye_ru_IMPH
oVNagisixavaroVMxigeVye oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_SOC+roVMxigeVye_ru_DECL
oVNagisixavaroVMxigeVye oVNagisu(V4)+ixa_u_PRP+ixavaru_ixa_SOC+roVMxigeVye_ru_RIS
oVNagisixaMweVyA oVNagisu(V4)+ixa_u_SIM+ixaMweVyA_ixa_INTR
oVNagisixaMweVyU oVNagisu(V4)+ixa_u_SIM+ixaMweVyU_ixa_INCL
oVNagisixaMweVyo oVNagisu(V4)+ixa_u_SIM+ixaMweVyo_ixa_DUB
oVNagisixaMweVyo oVNagisu(V4)+ixa_u_SIM+ixaMweVyo_ixa_INDF
oVNagisixaMweVyo oVNagisu(V4)+ixa_u_SIM+ixaMweVyo_ixa_PRES
oVNagisixaMweVye oVNagisu(V4)+ixa_u_SIM+ixaMweVye_ixa_IMPH
oVNagisixaMweVye oVNagisu(V4)+ixa_u_SIM+ixaMweVye_ixa_DECL
oVNagisixaMweVye oVNagisu(V4)+ixa_u_SIM+ixaMweVye_ixa_RIS







