kEgoVMdanu kEgoVlYlYu(V32)+Mda_lYlYu_PAST+anu_a_3SM   
kEgoVMdavalYigAgiyo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_PUR+lYigAgiyo_lYu_INDF
kEgoVMdavalYigAgiyo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_PUR+lYigAgiyo_lYu_PRES
kEgoVMdavalYigAgiye kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_PUR+lYigAgiye_lYu_IMPH
kEgoVMdavalYigAgiye kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_PUR+lYigAgiye_lYu_DECL
kEgoVMdavalYigAgiye kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_PUR+lYigAgiye_lYu_RIS
kEgoVMdavalYigosuga kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_BEN+lYigosuga_lYu_3SF
kEgoVMdavalYigosugavA kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_BEN+lYigosugavA_lYu_INTR
kEgoVMdavalYigosugavU kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_BEN+lYigosugavU_lYu_INCL
kEgoVMdavalYigosugavo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_BEN+lYigosugavo_lYu_DUB
kEgoVMdavalYigosugavo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_BEN+lYigosugavo_lYu_INDF
kEgoVMdavalYigosugavo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_BEN+lYigosugavo_lYu_PRES
kEgoVMdavalYigosugave kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_BEN+lYigosugave_lYu_IMPH
kEgoVMdavalYigosugave kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_BEN+lYigosugave_lYu_DECL
kEgoVMdavalYigosugave kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_BEN+lYigosugave_lYu_RIS
kEgoVMdavalYigosuga kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_PUR+lYigosuga_lYu_3SF
kEgoVMdavalYigosugavA kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_PUR+lYigosugavA_lYu_INTR
kEgoVMdavalYigosugavU kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_PUR+lYigosugavU_lYu_INCL
kEgoVMdavalYigosugavo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_PUR+lYigosugavo_lYu_DUB
kEgoVMdavalYigosugavo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_PUR+lYigosugavo_lYu_INDF
kEgoVMdavalYigosugavo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_PUR+lYigosugavo_lYu_PRES
kEgoVMdavalYigosugave kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_PUR+lYigosugave_lYu_IMPH
kEgoVMdavalYigosugave kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_PUR+lYigosugave_lYu_DECL
kEgoVMdavalYigosugave kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_PUR+lYigosugave_lYu_RIS
kEgoVMdavalYigiMwa kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_COMP+lYigiMwa_lYu_3SF
kEgoVMdavalYigiMwalA kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_COMP+lYigiMwalA_lYu_INTR
kEgoVMdavalYigiMwalU kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_COMP+lYigiMwalU_lYu_INCL
kEgoVMdavalYigiMwalo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_COMP+lYigiMwalo_lYu_DUB
kEgoVMdavalYigiMwalo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_COMP+lYigiMwalo_lYu_INDF
kEgoVMdavalYigiMwalo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_COMP+lYigiMwalo_lYu_PRES
kEgoVMdavalYigiMwale kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_COMP+lYigiMwale_lYu_IMPH
kEgoVMdavalYigiMwale kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_COMP+lYigiMwale_lYu_DECL
kEgoVMdavalYigiMwale kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_COMP+lYigiMwale_lYu_RIS
kEgoVMdavalYkEgoVMdeV kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SIM+lYkEgoVMdeV_lYu_3SF
kEgoVMdavalYaxeVyA kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SIM+lYaxeVyA_lYu_INTR
kEgoVMdavalYaxeVyU kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SIM+lYaxeVyU_lYu_INCL
kEgoVMdavalYaxeVyo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SIM+lYaxeVyo_lYu_DUB
kEgoVMdavalYaxeVyo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SIM+lYaxeVyo_lYu_INDF
kEgoVMdavalYaxeVyo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SIM+lYaxeVyo_lYu_PRES
kEgoVMdavalYxeVye kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SIM+lYxeVye_lYu_IMPH
kEgoVMdavalYxeVye kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SIM+lYxeVye_lYu_DECL
kEgoVMdavalYxeVye kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SIM+lYxeVye_lYu_RIS
kEgoVMdavalYoVdaneV kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SOC+lYoVdaneV_lYu_3SF
kEgoVMdavalYoVdaneVyA kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SOC+lYoVdaneVyA_lYu_INTR
kEgoVMdavalYoVdaneVyU kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SOC+lYoVdaneVyU_lYu_INCL
kEgoVMdavalYoVdaneVyo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SOC+lYoVdaneVyo_lYu_DUB
kEgoVMdavalYoVdaneVyo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SOC+lYoVdaneVyo_lYu_INDF
kEgoVMdavalYoVdaneVyo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SOC+lYoVdaneVyo_lYu_PRES
kEgoVMdavalYoVdaneVye kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SOC+lYoVdaneVye_lYu_IMPH
kEgoVMdavalYoVdaneVye kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SOC+lYoVdaneVye_lYu_DECL
kEgoVMdavalYoVdaneVye kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SOC+lYoVdaneVye_lYu_RIS
kEgoVMdavalYoVMxigeV  kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SOC+lYoVMxigeV_lYu_3SF
kEgoVMdavalYoVMxigeVyA kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SOC+lYoVMxigeVyA_lYu_INTR
kEgoVMdavalYoVMxigeVyU kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SOC+lYoVMxigeVyU_lYu_INCL
kEgoVMdavalYoVMxigeVyo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SOC+lYoVMxigeVyo_lYu_DUB
kEgoVMdavalYoVMxigeVyo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SOC+lYoVMxigeVyo_lYu_INDF
kEgoVMdavalYoVMxigeVyo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SOC+lYoVMxigeVyo_lYu_PRES
kEgoVMdavalYoVMxigeVye kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SOC+lYoVMxigeVye_lYu_IMPH
kEgoVMdavalYoVMxigeVye kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SOC+lYoVMxigeVye_lYu_DECL
kEgoVMdavalYoVMxigeVye kEgoVlYlYu(V4)+Mda_lYlYu_PRP+MdavalYu_Mda_SOC+lYoVMxigeVye_lYu_RIS
kEgoVMdavarannu kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_ACC+rannu_ru_3P
kEgoVMdavariMxalA kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_INS+riMxalA_ru_INTR
kEgoVMdavariMxalU kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_INS+riMxalU_ru_INCL
kEgoVMdavariMxalo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_INS+riMxalo_ru_DUB
kEgoVMdavariMxalo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_INS+riMxalo_ru_INDF
kEgoVMdavariMxalo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_INS+riMxalo_ru_PRES
kEgoVMdavariMxale kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_INS+riMxale_ru_IMPH
kEgoVMdavariMxale kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_INS+riMxale_ru_DECL
kEgoVMdavariMxale kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_INS+riMxale_ru_RIS
kEgoVMdavarigeV kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_DAT+rigeV_ru_3P
kEgoVMdavarigeVyA kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_DAT+rigeVyA_ru_INTR
kEgoVMdavarigeVyU kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_DAT+rigeVyU_ru_INCL
kEgoVMdavarigeVyo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_DAT+rigeVyo_ru_DUB
kEgoVMdavarigeVyo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_DAT+rigeVyo_ru_INDF
kEgoVMdavarigeVyo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_DAT+rigeVyo_ru_PRES
kEgoVMdavarigeVye kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_DAT+rigeVye_ru_IMPH
kEgoVMdavarigeVye kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_DAT+rigeVye_ru_DECL
kEgoVMdavarigeVye kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_DAT+rigeVye_ru_RIS
kEgoVMdavariMxa  kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_ABL+riMxa_ru_3P
kEgoVMdavariMxalA kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_ABL+riMxalA_ru_INTR
kEgoVMdavariMxalU kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_ABL+riMxalU_ru_INCL
kEgoVMdavariMxalo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_ABL+riMxalo_ru_DUB
kEgoVMdavariMxalo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_ABL+riMxalo_ru_INDF
kEgoVMdavariMxalo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_ABL+riMxalo_ru_PRES
kEgoVMdavariMxale kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_ABL+riMxale_ru_IMPH
kEgoVMdavariMxale kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_ABL+riMxale_ru_DECL
kEgoVMdavariMxale kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_ABL+riMxale_ru_RIS
kEgoVMdavara kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_GEN+ra_ru_3P
kEgoVMdavaralli kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_LOC+ralli_ru_3P
kEgoVMdavaralliyA kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_LOC+ralliyA_ru_INTR
kEgoVMdavaralliyU kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_LOC+ralliyU_ru_INCL
kEgoVMdavaralliyo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_LOC+ralliyo_ru_DUB
kEgoVMdavaralliyo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_LOC+ralliyo_ru_INDF
kEgoVMdavaralliyo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_LOC+ralliyo_ru_PRES
kEgoVMdavaralliye kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_LOC+ralliye_ru_IMPH
kEgoVMdavaralliye kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_LOC+ralliye_ru_DECL
kEgoVMdavaralliye kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_LOC+ralliye_ru_RIS
kEgoVMdavarigoskara kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigoskara_ru_3P
kEgoVMdavarigoskaravA kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigoskaravA_ru_INTR
kEgoVMdavarigoskaravU kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigoskaravU_ru_INCL
kEgoVMdavarigoskaravo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigoskaravo_ru_DUB
kEgoVMdavarigoskaravo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigoskaravo_ru_INDF
kEgoVMdavarigoskaravo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigoskaravo_ru_PRES
kEgoVMdavarigoskarave kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigoskarave_ru_IMPH
kEgoVMdavarigoskarave kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigoskarave_ru_DECL
kEgoVMdavarigoskarave kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigoskarave_ru_RIS
kEgoVMdavarigoskara kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_PUR+rigoskara_ru_3P
kEgoVMdavarigoskaravA kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_PUR+rigoskaravA_ru_INTR
kEgoVMdavarigoskaravU kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_PUR+rigoskaravU_ru_INCL
kEgoVMdavarigoskaravo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_PUR+rigoskaravo_ru_DUB
kEgoVMdavarigoskaravo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_PUR+rigoskaravo_ru_INDF
kEgoVMdavarigoskaravo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_PUR+rigoskaravo_ru_PRES
kEgoVMdavarigoskarave kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_PUR+rigoskarave_ru_IMPH
kEgoVMdavarigoskarave kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_PUR+rigoskarave_ru_DECL
kEgoVMdavarigoskarave kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_PUR+rigoskarave_ru_RIS
kEgoVMdavarigAgi kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigAgi_ru_3P
kEgoVMdavarigAgiyA kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigAgiyA_ru_INTR
kEgoVMdavarigAgiyU kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigAgiyU_ru_INCL
kEgoVMdavarigAgiyo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigAgiyo_ru_DUB
kEgoVMdavarigAgiyo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigAgiyo_ru_INDF
kEgoVMdavarigAgiyo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigAgiyo_ru_PRES
kEgoVMdavarigAgiye kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigAgiye_ru_IMPH
kEgoVMdavarigAgiye kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigAgiye_ru_DECL
kEgoVMdavarigAgiye kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigAgiye_ru_RIS
kEgoVMdavarigAgi kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_PUR+rigAgi_ru_3P
kEgoVMdavarigAgiyA kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigAgiyA_ru_INTR
kEgoVMdavarigAgiyU kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigAgiyU_ru_INCL
kEgoVMdavarigAgiyo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigAgiyo_ru_DUB
kEgoVMdavarigAgiyo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigAgiyo_ru_INDF
kEgoVMdavarigAgiyo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigAgiyo_ru_PRES
kEgoVMdavarigAgiye kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigAgiye_ru_IMPH
kEgoVMdavarigAgiye kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigAgiye_ru_DECL
kEgoVMdavarigAgiye kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigAgiye_ru_RIS
kEgoVMdavarigosuga kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigosuga_ru_3P
kEgoVMdavarigosugavA kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigosugavA_ru_INTR
kEgoVMdavarigosugavU kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigosugavU_ru_INCL
kEgoVMdavarigosugavo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigosugavo_ru_DUB
kEgoVMdavarigosugavo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigosugavo_ru_INDF
kEgoVMdavarigosugavo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigosugavo_ru_PRES
kEgoVMdavarigosugave kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigosugave_ru_IMPH
kEgoVMdavarigosugave kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigosugave_ru_DECL
kEgoVMdavarigosugave kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_BEN+rigosugave_ru_RIS
kEgoVMdavarigosuga kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_PUR+rigosuga_ru_3P
kEgoVMdavarigosugavA kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_PUR+rigosugavA_ru_INTR
kEgoVMdavarigosugavU kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_PUR+rigosugavU_ru_INCL
kEgoVMdavarigosugavo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_PUR+rigosugavo_ru_DUB
kEgoVMdavarigosugavo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_PUR+rigosugavo_ru_INDF
kEgoVMdavarigosugavo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_PUR+rigosugavo_ru_PRES
kEgoVMdavarigosugave kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_PUR+rigosugave_ru_IMPH
kEgoVMdavarigosugave kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_PUR+rigosugave_ru_DECL
kEgoVMdavarigosugave kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_PUR+rigosugave_ru_RIS
kEgoVMdavarigiMwa kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_COMP+rigiMwa_ru_3P
kEgoVMdavarigiMwalA kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_COMP+rigiMwalA_ru_INTR
kEgoVMdavarigiMwalU kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_COMP+rigiMwalU_ru_INCL
kEgoVMdavarigiMwalo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_COMP+rigiMwalo_ru_DUB
kEgoVMdavarigiMwalo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_COMP+rigiMwalo_ru_INDF
kEgoVMdavarigiMwalo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_COMP+rigiMwalo_ru_PRES
kEgoVMdavarigiMwale kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_COMP+rigiMwale_ru_IMPH
kEgoVMdavarigiMwale kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_COMP+rigiMwale_ru_DECL
kEgoVMdavarigiMwale kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_COMP+rigiMwale_ru_RIS
kEgoVMdavaraxeV kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SIM+raxeV_ru_3P
kEgoVMdavaraxeVyA kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SIM+raxeVyA_ru_INTR
kEgoVMdavaraxeVyU kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SIM+raxeVyU_ru_INCL
kEgoVMdavaraxeVyo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SIM+raxeVyo_ru_DUB
kEgoVMdavaraxeVyo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SIM+raxeVyo_ru_INDF
kEgoVMdavaraxeVyo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SIM+raxeVyo_ru_PRES
kEgoVMdavaraxeVye kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SIM+raxeVye_ru_IMPH
kEgoVMdavaraxeVye kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SIM+raxeVye_ru_DECL
kEgoVMdavaraxeVye kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SIM+raxeVye_ru_RIS
kEgoVMdavaroVdaneV kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SOC+roVdaneV_ru_3P
kEgoVMdavaroVdaneVyA kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SOC+roVdaneVyA_ru_INTR
kEgoVMdavaroVdaneVyU kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SOC+roVdaneVyU_ru_INCL
kEgoVMdavaroVdaneVyo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SOC+roVdaneVyo_ru_DUB
kEgoVMdavaroVdaneVyo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SOC+roVdaneVyo_ru_INDF
kEgoVMdavaroVdaneVyo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SOC+roVdaneVyo_ru_PRES
kEgoVMdavaroVdaneVye kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SOC+roVdaneVye_ru_IMPH
kEgoVMdavaroVdaneVye kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SOC+roVdaneVye_ru_DECL
kEgoVMdavaroVdaneVye kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SOC+roVdaneVye_ru_RIS
kEgoVMdavaroVMxigeV  kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SOC+roVMxigeV_ru_3P
kEgoVMdavaroVMxigeVyA kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SOC+roVMxigeVyA_ru_INTR
kEgoVMdavaroVMxigeVyU kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SOC+roVMxigeVyU_ru_INCL
kEgoVMdavaroVMxigeVyo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SOC+roVMxigeVyo_ru_DUB
kEgoVMdavaroVMxigeVyo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SOC+roVMxigeVyo_ru_INDF
kEgoVMdavaroVMxigeVyo kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SOC+roVMxigeVyo_ru_PRES
kEgoVMdavaroVMxigeVye kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SOC+roVMxigeVye_ru_IMPH
kEgoVMdavaroVMxigeVye kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SOC+roVMxigeVye_ru_DECL
kEgoVMdavaroVMxigeVye kEgoVlYlYu(V4)+Mda_lYlYu_PRP+Mdavaru_Mda_SOC+roVMxigeVye_ru_RIS
kEgoVMdaMweVyA kEgoVlYlYu(V4)+Mda_lYlYu_SIM+MdaMweVyA_Mda_INTR
kEgoVMdaMweVyU kEgoVlYlYu(V4)+Mda_lYlYu_SIM+MdaMweVyU_Mda_INCL
kEgoVMdaMweVyo kEgoVlYlYu(V4)+Mda_lYlYu_SIM+MdaMweVyo_Mda_DUB
kEgoVMdaMweVyo kEgoVlYlYu(V4)+Mda_lYlYu_SIM+MdaMweVyo_Mda_INDF
